0 0 0 0
0 1 0.00018858 5.30979e-09
0 2 0.000560171 1.0794e-09
0 3 0.000908132 -2.30201e-08
0 4 0.00123262 -6.03895e-08
0 5 0.00153402 -1.02385e-07
0 6 0.00181291 -1.40244e-07
0 7 0.00206994 -1.66411e-07
0 8 0.00230583 -1.75352e-07
0 9 0.00252134 -1.63883e-07
0 10 0.00271725 -1.3117e-07
0 11 0.00289439 -7.84701e-08
0 12 0.00305359 -8.75137e-09
0 13 0.00319572 7.37775e-08
0 14 0.00332167 1.64134e-07
0 15 0.00343231 2.57035e-07
0 16 0.00352852 3.47297e-07
0 17 0.00361116 4.3021e-07
0 18 0.00368104 5.0181e-07
0 19 0.00373892 5.59099e-07
0 20 0.00378548 6.00168e-07
0 21 0.00382132 6.24248e-07
0 22 0.00384696 6.31678e-07
0 23 0.0038628 6.23811e-07
0 24 0.00386911 6.02843e-07
0 25 0.00386608 5.71613e-07
0 26 0.00385373 5.33352e-07
0 27 0.00383199 4.91427e-07
0 28 0.00380067 4.49077e-07
0 29 0.00375944 4.09172e-07
0 30 0.00370788 3.73996e-07
0 31 0.00364547 3.45086e-07
0 32 0.0035716 3.23124e-07
0 33 0.00348556 3.07895e-07
0 34 0.00338662 2.98323e-07
0 35 0.00327397 2.92575e-07
0 36 0.00314678 2.88251e-07
0 37 0.00300421 2.82624e-07
0 38 0.00284541 2.72972e-07
0 39 0.00266951 2.56927e-07
0 40 0.00247569 2.32875e-07
0 41 0.00226312 2.00328e-07
0 42 0.00203097 1.60267e-07
0 43 0.00177846 1.15322e-07
0 44 0.00150479 6.97681e-08
0 45 0.00120921 2.91619e-08
0 46 0.000891062 -4.47836e-10
0 47 0.000549794 -1.38491e-08
0 48 0.000185102 -8.53619e-09
0 49 0 0

1 0 0 0
1 1 0.000188634 -3.67614e-08
1 2 0.000560291 -1.99637e-07
1 3 0.000908314 -4.93458e-07
1 4 0.00123285 -9.06731e-07
1 5 0.00153429 -1.42107e-06
1 6 0.0018132 -2.01311e-06
1 7 0.00207024 -2.65639e-06
1 8 0.00230612 -3.32314e-06
1 9 0.0025216 -3.98572e-06
1 10 0.00271748 -4.61789e-06
1 11 0.00289457 -5.19576e-06
1 12 0.00305371 -5.69856e-06
1 13 0.00319579 -6.10904e-06
1 14 0.00332167 -6.41385e-06
1 15 0.00343225 -6.60365e-06
1 16 0.00352841 -6.67312e-06
1 17 0.00361099 -6.62084e-06
1 18 0.00368082 -6.44914e-06
1 19 0.00373865 -6.16376e-06
1 20 0.00378517 -5.7736e-06
1 21 0.00382098 -5.29024e-06
1 22 0.00384659 -4.72759e-06
1 23 0.00386241 -4.10139e-06
1 24 0.00386871 -3.42877e-06
1 25 0.00386567 -2.72771e-06
1 26 0.00385332 -2.01656e-06
1 27 0.00383159 -1.31356e-06
1 28 0.00380028 -6.36312e-07
1 29 0.00375908 -1.33533e-09
1 30 0.00370755 5.76422e-07
1 31 0.00364518 1.084e-06
1 32 0.00357134 1.51081e-06
1 33 0.00348535 1.84899e-06
1 34 0.00338646 2.09371e-06
1 35 0.00327386 2.24334e-06
1 36 0.00314672 2.29967e-06
1 37 0.00300419 2.26787e-06
1 38 0.00284543 2.15651e-06
1 39 0.00266957 1.9773e-06
1 40 0.00247578 1.74479e-06
1 41 0.00226323 1.47581e-06
1 42 0.0020311 1.18873e-06
1 43 0.00177859 9.02559e-07
1 44 0.00150491 6.35635e-07
1 45 0.00120932 4.04256e-07
1 46 0.000891144 2.21006e-07
1 47 0.00054985 9.298e-08
1 48 0.000185134 2.0034e-08
1 49 0 0

2 0 0 0
2 1 0.000188702 -7.93706e-08
2 2 0.000560539 -4.04256e-07
2 3 0.000908733 -9.73991e-07
2 4 0.00123342 -1.77178e-06
2 5 0.00153499 -2.76891e-06
2 6 0.00181399 -3.92681e-06
2 7 0.00207108 -5.19952e-06
2 8 0.00230698 -6.5364e-06
2 9 0.00252244 -7.8848e-06
2 10 0.00271826 -9.19257e-06
2 11 0.00289525 -1.04103e-05
2 12 0.00305428 -1.14929e-05
2 13 0.0031962 -1.24016e-05
2 14 0.00332192 -1.31045e-05
2 15 0.00343232 -1.35774e-05
2 16 0.00352828 -1.38044e-05
2 17 0.00361067 -1.37781e-05
2 18 0.00368032 -1.34992e-05
2 19 0.00373797 -1.29765e-05
2 20 0.00378433 -1.2226e-05
2 21 0.00382 -1.12703e-05
2 22 0.0038455 -1.0138e-05
2 23 0.00386122 -8.86222e-06
2 24 0.00386746 -7.47982e-06
2 25 0.00386438 -6.02997e-06
2 26 0.00385203 -4.55305e-06
2 27 0.00383033 -3.08926e-06
2 28 0.00379908 -1.67746e-06
2 29 0.00375795 -3.53899e-07
2 30 0.00370653 8.489e-07
2 31 0.00364427 1.90318e-06
2 32 0.00357057 2.78686e-06
2 33 0.00348472 3.48424e-06
2 34 0.00338598 3.98659e-06
2 35 0.00327352 4.29247e-06
2 36 0.00314653 4.40787e-06
2 37 0.00300413 4.34599e-06
2 38 0.00284548 4.12687e-06
2 39 0.00266972 3.77659e-06
2 40 0.002476 3.32621e-06
2 41 0.00226349 2.8103e-06
2 42 0.00203138 2.26516e-06
2 43 0.00177886 1.72665e-06
2 44 0.00150515 1.22779e-06
2 45 0.00120951 7.96192e-07
2 46 0.000891268 4.51527e-07
2 47 0.000549907 2.03304e-07
2 48 0.000185133 4.90791e-08
2 49 0 0

3 0 0 0
3 1 0.000188872 -1.23286e-07
3 2 0.000561007 -6.17432e-07
3 3 0.000909489 -1.47697e-06
3 4 0.00123444 -2.67876e-06
3 5 0.00153623 -4.18262e-06
3 6 0.0018154 -5.93345e-06
3 7 0.0020726 -7.86442e-06
3 8 0.00230855 -9.90068e-06
3 9 0.00252399 -1.19633e-05
3 10 0.00271972 -1.39729e-05
3 11 0.00289658 -1.58534e-05
3 12 0.0030554 -1.75349e-05
3 13 0.00319709 -1.89559e-05
3 14 0.00332253 -2.00654e-05
3 15 0.00343262 -2.0824e-05
3 16 0.00352827 -2.12052e-05
3 17 0.00361034 -2.11955e-05
3 18 0.00367966 -2.0794e-05
3 19 0.00373701 -2.0013e-05
3 20 0.00378309 -1.88759e-05
3 21 0.00381852 -1.74175e-05
3 22 0.00384381 -1.56814e-05
3 23 0.00385937 -1.37191e-05
3 24 0.0038655 -1.15881e-05
3 25 0.00386236 -9.34991e-06
3 26 0.00385 -7.06779e-06
3 27 0.00382834 -4.805e-06
3 28 0.00379717 -2.62262e-06
3 29 0.00375618 -5.77551e-07
3 30 0.00370493 1.27928e-06
3 31 0.00364288 2.90463e-06
3 32 0.00356941 4.26431e-06
3 33 0.00348381 5.33439e-06
3 34 0.00338531 6.10203e-06
3 35 0.00327311 6.5659e-06
3 36 0.00314635 6.73632e-06
3 37 0.00300417 6.63487e-06
3 38 0.0028457 6.29358e-06
3 39 0.00267009 5.75364e-06
3 40 0.00247648 5.06348e-06
3 41 0.00226403 4.27649e-06
3 42 0.00203194 3.448e-06
3 43 0.00177939 2.63204e-06
3 44 0.00150562 1.87755e-06
3 45 0.00120989 1.22474e-06
3 46 0.000891539 7.01582e-07
3 47 0.000550069 3.21044e-07
3 48 0.000185195 7.92524e-08
3 49 0 0

4 0 0 0
4 1 0.000189064 -1.69141e-07
4 2 0.000561624 -8.44013e-07
4 3 0.000910516 -2.01522e-06
4 4 0.00123584 -3.65184e-06
4 5 0.00153795 -5.70035e-06
4 6 0.00181737 -8.08711e-06
4 7 0.00207473 -1.07223e-05
4 8 0.00231075 -1.35046e-05
4 9 0.00252617 -1.63268e-05
4 10 0.00272179 -1.90805e-05
4 11 0.00289845 -2.16613e-05
