0 0 0 0 0 0
0 0 1 0 0 0
0 0 2 0 0 0
0 0 3 0 0 0
0 0 4 0 0 0
0 0 5 0 0 0
0 0 6 0 0 0
0 0 7 0 0 0
0 0 8 0 0 0
0 0 9 0 0 0
0 0 10 0 0 0
0 0 11 0 0 0
0 0 12 0 0 0
0 0 13 0 0 0
0 0 14 0 0 0
0 0 15 0 0 0
0 0 16 0 0 0
0 0 17 0 0 0
0 0 18 0 0 0
0 0 19 0 0 0
0 0 20 0 0 0
0 0 21 0 0 0
0 0 22 0 0 0
0 0 23 0 0 0
0 0 24 0 0 0
0 0 25 0 0 0
0 0 26 0 0 0
0 0 27 0 0 0
0 0 28 0 0 0
0 0 29 0 0 0
0 0 30 0 0 0
0 0 31 0 0 0
0 0 32 0 0 0
0 0 33 0 0 0
0 0 34 0 0 0
0 0 35 0 0 0
0 0 36 0 0 0
0 0 37 0 0 0
0 0 38 0 0 0
0 0 39 0 0 0
0 0 40 0 0 0
0 0 41 0 0 0
0 0 42 0 0 0
0 0 43 0 0 0
0 0 44 0 0 0
0 0 45 0 0 0
0 0 46 0 0 0
0 0 47 0 0 0
0 0 48 0 0 0
0 0 49 0 0 0
0 0 50 0 0 0
0 0 51 0 0 0
0 0 52 0 0 0
0 0 53 0 0 0
0 0 54 0 0 0
0 0 55 0 0 0
0 0 56 0 0 0
0 0 57 0 0 0
0 0 58 0 0 0
0 0 59 0 0 0

0 1 0 0 0 0
0 1 1 -1.78597e-05 2.15161e-09 2.15161e-09
0 1 2 -3.78785e-05 3.8389e-09 5.10451e-09
0 1 3 -5.74083e-05 4.58371e-09 8.01868e-09
0 1 4 -7.3055e-05 5.13588e-09 1.14236e-08
0 1 5 -8.67536e-05 5.62029e-09 1.53905e-08
0 1 6 -9.86007e-05 6.08885e-09 1.96305e-08
0 1 7 -0.000109023 6.55864e-09 2.40531e-08
0 1 8 -0.000118273 7.00025e-09 2.83733e-08
0 1 9 -0.000126408 7.44261e-09 3.25289e-08
0 1 10 -0.000133725 7.8305e-09 3.62938e-08
0 1 11 -0.000140117 8.21104e-09 3.96563e-08
0 1 12 -0.000145923 8.51545e-09 4.245e-08
0 1 13 -0.000150931 8.80944e-09 4.47034e-08
0 1 14 -0.000155522 9.01453e-09 4.63001e-08
0 1 15 -0.00015941 9.21371e-09 4.72901e-08
0 1 16 -0.000163011 9.31987e-09 4.75967e-08
0 1 17 -0.000165983 9.43097e-09 4.72757e-08
0 1 18 -0.000168771 9.45145e-09 4.62838e-08
0 1 19 -0.000170993 9.49163e-09 4.46729e-08
0 1 20 -0.000173113 9.44747e-09 4.24301e-08
0 1 21 -0.000174717 9.43913e-09 3.96012e-08
0 1 22 -0.000176286 9.3542e-09 3.6202e-08
0 1 23 -0.00017738 9.32042e-09 3.22754e-08
0 1 24 -0.000178489 9.21749e-09 2.78633e-08
0 1 25 -0.000179157 9.17864e-09 2.30115e-08
0 1 26 -0.000179876 9.07663e-09 1.7783e-08
0 1 27 -0.000180178 9.04817e-09 1.2232e-08
0 1 28 -0.000180553 8.96043e-09 6.43587e-09
0 1 29 -0.000180525 8.95169e-09 4.60542e-10
0 1 30 -0.000180582 8.88517e-09 -5.61088e-09
0 1 31 -0.000180239 8.89879e-09 -1.1701e-08
0 1 32 -0.000179978 8.85373e-09 -1.7728e-08
0 1 33 -0.00017931 8.88562e-09 -2.36076e-08
0 1 34 -0.000178711 8.85559e-09 -2.92638e-08
0 1 35 -0.000177688 8.89521e-09 -3.46127e-08
0 1 36 -0.000176706 8.86759e-09 -3.95848e-08
0 1 37 -0.000175272 8.89871e-09 -4.41054e-08
0 1 38 -0.000173841 8.85565e-09 -4.81092e-08
0 1 39 -0.000171919 8.85769e-09 -5.15384e-08
0 1 40 -0.000169947 8.77791e-09 -5.43283e-08
0 1 41 -0.000167436 8.72824e-09 -5.64446e-08
0 1 42 -0.000164804 8.58989e-09 -5.78198e-08
0 1 43 -0.000161577 8.46728e-09 -5.84491e-08
0 1 44 -0.000158142 8.25203e-09 -5.8263e-08
0 1 45 -0.000154041 8.04142e-09 -5.72921e-08
0 1 46 -0.000149621 7.73974e-09 -5.54732e-08
0 1 47 -0.000144447 7.43792e-09 -5.28805e-08
0 1 48 -0.000138817 7.05491e-09 -4.94738e-08
0 1 49 -0.000132312 6.67629e-09 -4.53836e-08
0 1 50 -0.000125174 6.23657e-09 -4.06172e-08
0 1 51 -0.000116984 5.81711e-09 -3.53778e-08
0 1 52 -0.000107918 5.36589e-09 -2.9749e-08
0 1 53 -9.75021e-05 4.96121e-09 -2.40199e-08
0 1 54 -8.58459e-05 4.55389e-09 -1.83747e-08
0 1 55 -7.22252e-05 4.21608e-09 -1.3179e-08
0 1 56 -5.67853e-05 3.84394e-09 -8.69055e-09
0 1 57 -3.74294e-05 3.37597e-09 -5.16164e-09
0 1 58 -1.76384e-05 1.97512e-09 -2.05234e-09
0 1 59 0 0 0

0 2 0 0 0 0
0 2 1 -3.78785e-05 5.10451e-09 3.8389e-09
0 2 2 -0.000108047 1.3179e-08 1.3179e-08
0 2 3 -0.000161864 1.81437e-08 2.35048e-08
0 2 4 -0.000208855 2.20786e-08 3.51696e-08
0 2 5 -0.000248925 2.55514e-08 4.78661e-08
0 2 6 -0.000284146 2.89707e-08 6.14813e-08
0 2 7 -0.000315196 3.20708e-08 7.5371e-08
0 2 8 -0.000342559 3.53319e-08 8.92874e-08
0 2 9 -0.000367071 3.80875e-08 1.02603e-07
0 2 10 -0.000388587 4.10623e-08 1.15132e-07
0 2 11 -0.000408061 4.33088e-08 1.26361e-07
0 2 12 -0.00042499 4.58251e-08 1.36205e-07
0 2 13 -0.000440449 4.74312e-08 1.44274e-07
0 2 14 -0.000453684 4.93878e-08 1.50567e-07
0 2 15 -0.000465882 5.03153e-08 1.54806e-07
0 2 16 -0.000476102 5.17027e-08 1.57042e-07
0 2 17 -0.000485629 5.20053e-08 1.57099e-07
0 2 18 -0.000493375 5.28894e-08 1.55052e-07
0 2 19 -0.000500705 5.26859e-08 1.50821e-07
0 2 20 -0.000506416 5.31801e-08 1.445e-07
0 2 21 -0.000511932 5.26224e-08 1.361e-07
0 2 22 -0.000515967 5.28592e-08 1.25735e-07
0 2 23 -0.000519977 5.21024e-08 1.13505e-07
0 2 24 -0.000522616 5.2211e-08 9.95535e-08
0 2 25 -0.000525359 5.13912e-08 8.40599e-08
0 2 26 -0.000526816 5.14811e-08 6.72065e-08
0 2 27 -0.000528461 5.07e-08 4.92347e-08
0 2 28 -0.000528879 5.08508e-08 3.03703e-08
0 2 29 -0.000529533 5.01683e-08 1.08928e-08
0 2 30 -0.000528987 5.04228e-08 -8.93318e-09
0 2 31 -0.000528689 4.98544e-08 -2.88158e-08
0 2 32 -0.000527184 5.02147e-08 -4.84663e-08
0 2 33 -0.000525906 4.97334e-08 -6.7603e-08
0 2 34 -0.000523383 5.01597e-08 -8.59352e-08
0 2 35 -0.000521028 4.96994e-08 -1.03207e-07
0 2 36 -0.00051736 5.01107e-08 -1.19152e-07
0 2 37 -0.000513762 4.95733e-08 -1.33546e-07
0 2 38 -0.000508753 4.98529e-08 -1.46172e-07
