0 0 0 0
0 1 0.00104387 1.34409e-07
0 2 0.00313145 2.41276e-07
0 3 0.00512203 4.65585e-07
0 4 0.00701442 1.21855e-06
0 5 0.0088073 2.81758e-06
0 6 0.0104995 5.47395e-06
0 7 0.0120899 9.29088e-06
0 8 0.0135781 1.42661e-05
0 9 0.0149639 2.0301e-05
0 10 0.0162477 2.72121e-05
0 11 0.0174303 3.4748e-05
0 12 0.0185129 4.26066e-05
0 13 0.0194971 5.04553e-05
0 14 0.0203851 5.79517e-05
0 15 0.0211789 6.47636e-05
0 16 0.021881 7.0588e-05
0 17 0.0224939 7.51685e-05
0 18 0.0230202 7.83083e-05
0 19 0.0234624 7.98812e-05
0 20 0.0238227 7.98365e-05
0 21 0.0241033 7.82012e-05
0 22 0.0243063 7.50765e-05
0 23 0.024433 7.06305e-05
0 24 0.0244847 6.50875e-05
0 25 0.0244623 5.87137e-05
0 26 0.0243662 5.18016e-05
0 27 0.0241962 4.46524e-05
0 28 0.023952 3.75592e-05
0 29 0.0236327 3.07909e-05
0 30 0.0232371 2.45776e-05
0 31 0.0227637 1.90999e-05
0 32 0.0222106 1.44803e-05
0 33 0.0215759 1.07796e-05
0 34 0.0208573 7.99683e-06
0 35 0.0200527 6.07286e-06
0 36 0.0191598 4.89871e-06
0 37 0.0181765 4.32591e-06
0 38 0.0171007 4.1804e-06
0 39 0.0159308 4.27736e-06
0 40 0.0146652 4.43782e-06
0 41 0.0133026 4.50448e-06
0 42 0.0118425 4.35778e-06
0 43 0.0102842 3.92949e-06
0 44 0.00862768 3.21505e-06
0 45 0.00687316 2.28175e-06
0 46 0.00502092 1.2739e-06
0 47 0.00307125 4.11848e-07
0 48 0.0010242 -1.56815e-08
0 49 0 0

1 0 0 0
1 1 0.00104437 -3.29008e-09
1 2 0.00313217 -8.40997e-07
1 3 0.00512251 -2.55691e-06
1 4 0.00701428 -4.6778e-06
1 5 0.00880624 -6.78352e-06
1 6 0.0104973 -8.52453e-06
1 7 0.0120865 -9.6322e-06
1 8 0.0135734 -9.92389e-06
1 9 0.014958 -9.30184e-06
1 10 0.0162407 -7.74887e-06
1 11 0.0174223 -5.31945e-06
1 12 0.0185043 -2.129e-06
1 13 0.0194882 1.66003e-06
1 14 0.0203761 5.85255e-06
1 15 0.0211701 1.02368e-05
1 16 0.0218727 1.4599e-05
1 17 0.0224864 1.87381e-05
1 18 0.0230135 2.24777e-05
1 19 0.0234567 2.56762e-05
1 20 0.0238181 2.82334e-05
1 21 0.0240998 3.00946e-05
1 22 0.0243037 3.12501e-05
1 23 0.0244313 3.17334e-05
1 24 0.0244838 3.16145e-05
1 25 0.024462 3.09926e-05
1 26 0.0243662 2.99857e-05
1 27 0.0241964 2.87206e-05
1 28 0.0239522 2.7322e-05
1 29 0.0236327 2.59023e-05
1 30 0.0232368 2.45534e-05
1 31 0.022763 2.33398e-05
1 32 0.0222095 2.2295e-05
1 33 0.0215743 2.14199e-05
1 34 0.0208554 2.06847e-05
1 35 0.0200505 2.00331e-05
1 36 0.0191575 1.93894e-05
1 37 0.0181742 1.86671e-05
1 38 0.0170986 1.77792e-05
1 39 0.0159289 1.66491e-05
1 40 0.0146637 1.52217e-05
1 41 0.0133016 1.34734e-05
1 42 0.011842 1.14219e-05
1 43 0.0102843 9.13195e-06
1 44 0.00862823 6.7214e-06
1 45 0.00687404 4.3613e-06
1 46 0.00502195 2.27395e-06
1 47 0.00307218 7.24226e-07
1 48 0.00102472 6.97051e-09
1 49 0 0

2 0 0 0
2 1 0.00104501 -1.36934e-07
2 2 0.00313402 -1.90606e-06
2 3 0.00512509 -5.52888e-06
2 4 0.00701712 -1.04735e-05
